	date	id	link	retweet	text	author
0	2-Oct	7.82694E+17	/KimKardashian/status/782694393216110592	FALSE	Hey guys! Meet my #KimKardashianGame character at the So Chic Boutique in Downtown LA for a surprise ;)pic.twitter.com/7fNjRJyDbT	KimKardashian
1	2-Oct	7.82633E+17	/KimKardashian/status/782632831780618240	FALSE	This guy is always in my shot!pic.twitter.com/7LC6ewaYPO	KimKardashian
2	2-Oct	7.8256E+17	/KimKardashian/status/782559825205071872	FALSE	Balenciaga. No make up today.pic.twitter.com/l2WknhHoiy	KimKardashian
3	1-Oct	7.82261E+17	/KimKardashian/status/782260907900567552	FALSE	Kourtney and Kim Take Parispic.twitter.com/VXw2P2GTvU	KimKardashian
4	1-Oct	7.82259E+17	/KimKardashian/status/782259209459101697	FALSE	GIVENCHY COUTUREpic.twitter.com/jHxTIuHzzo	KimKardashian
5	2-Oct	7.82536E+17	/KimKardashian/status/782535762554290176	FALSE	The Yeezy Show Room in Paris is heaven.	KimKardashian
6	2-Oct	7.82496E+17	/KimKardashian/status/782495814472044544	FALSE	Think I'm gonna wear no make up today to the Balenciaga show.	KimKardashian
7	1-Oct	7.82374E+17	/KimKardashian/status/782373703732592640	FALSE	Just finished the Amanda Knox doc. I don't think they did it. I really want a Natalie Halloway doc & they need to solve that crime. So sad!	KimKardashian
8	1-Oct	7.82163E+17	/KimKardashian/status/782162692882702336	FALSE	Paris Squadpic.twitter.com/AC6BtjEcmT	KimKardashian
9	30-Sep	7.81973E+17	/KimKardashian/status/781973454656507904	FALSE	Came home early from the fashion festivities to watch the Netflix Amanda Knox doc. Cannot wait to see this! Anyone see it yet? Thoughts?	KimKardashian
10	30-Sep	7.81861E+17	/KimKardashian/status/781861302486654976	FALSE	Hair flip & eye roll at the same damn time!pic.twitter.com/3RgYR9Fn2v	KimKardashian
11	29-Sep	7.81587E+17	/KimKardashian/status/781587399331737600	FALSE	Sister Slaypic.twitter.com/Dy8FAt9qmQ	KimKardashian
12	29-Sep	7.81512E+17	/KimKardashian/status/781512464466866176	FALSE	On the way to Balmainpic.twitter.com/veZI9vvLXp	KimKardashian
13	28-Sep	7.81165E+17	/KimKardashian/status/781165302314831872	FALSE	My security @PascalDuvier is a G	KimKardashian
14	27-Sep	7.80944E+17	/KimKardashian/status/780943880300662784	FALSE	NYC  PARISpic.twitter.com/q6gNItIf1t	KimKardashian
15	27-Sep	7.80934E+17	/KimKardashian/status/780934275273285632	FALSE	Currently @Andypic.twitter.com/QVhNFEa4TH	KimKardashian
16	27-Sep	7.80783E+17	/KimKardashian/status/780783204504436736	FALSE	"He is desperately searching for a bone marrow match to survive, and you could be that match!!"	KimKardashian
17	27-Sep	7.80783E+17	/KimKardashian/status/780783063697494016	FALSE	He is 31 and a father of three who was recently diagnosed with an aggressive blood cancer called primary myelofibrosis.	KimKardashian
18	27-Sep	7.80783E+17	/KimKardashian/status/780783029614551040	FALSE	"My best friend Allison’s 2 year old son is in school with a little boy called Joel, and his dad Adam needs our help!pic.twitter.com/N7V1gfOJLm"	KimKardashian
19	25-Sep	7.80078E+17	/KimKardashian/status/780078296046276608	FALSE	I hope this documentary gets this cold case solved or even reopened. I pray JonBenét gets justice.	KimKardashian
20	21-Sep	7.78712E+17	/KimKardashian/status/778712397502525440	FALSE	 I did my hair and make up myself! Rare and proud momenthttps://twitter.com/molestmekardash/status/778671443693412352 …	KimKardashian
21	20-Sep	7.78373E+17	/KimKardashian/status/778372836259835904	FALSE	"I'm in Houston, @MyleezaKardash is in Houston!! Who says we do a live stream backstage at the Saint Pablo tour??? Tweet her questions"	KimKardashian
22	19-Sep	7.78086E+17	/KimKardashian/status/778085832251023361	FALSE	Major side eye pic.twitter.com/djA2NQP6V8	KimKardashian
23	19-Sep	7.7797E+17	/KimKardashian/status/777970399816671232	FALSE	I'm going to Paris fashion week! Who is coming with me in the Kim Kardashian Hollywood game? Own your own fashion house in Paris in the gamepic.twitter.com/qMN0vB3BOn	KimKardashian
24	19-Sep	7.7791E+17	/KimKardashian/status/777909597789184000	FALSE	SHEER VIBES http://bit.ly/2cCwJZg pic.twitter.com/ZpgFxSzyBv	KimKardashian
25	18-Sep	7.77639E+17	/KimKardashian/status/777639249847980032	FALSE	Excited for Rob & Chyna tonight! Tune into E!	KimKardashian
26	17-Sep	7.77364E+17	/KimKardashian/status/777364430556434433	FALSE	Tonightpic.twitter.com/lX9wgrIUvb	KimKardashian
27	17-Sep	7.77185E+17	/KimKardashian/status/777185004292042752	FALSE	Bathroom selfie right before Pablo hits the stagepic.twitter.com/N5wXpFUViK	KimKardashian
28	15-Sep	7.76494E+17	/KimKardashian/status/776494485408714752	FALSE	You're so professional @steph_shep So responsible & thanks for never drinking on the job!pic.twitter.com/njZ2wpAScN	KimKardashian
29	15-Sep	7.76493E+17	/KimKardashian/status/776493303357464577	FALSE	Seriously @steph_shep thanks for always having my back and eating all my left overs so they don't go to waste!pic.twitter.com/KdJvcGX2QA	KimKardashian
30	15-Sep	7.76492E+17	/KimKardashian/status/776491734868041728	FALSE	Happy Birthday @steph_shep I love this pic of us!pic.twitter.com/PjudShdfOu	KimKardashian
31	14-Sep	7.76282E+17	/KimKardashian/status/776281830114852864	FALSE	Thank you @riccardotisci17 LOVE this @givenchyofficial couture gown for the Harper's Party!pic.twitter.com/iVrQG3utAk	KimKardashian
32	14-Sep	7.76244E+17	/KimKardashian/status/776243652561600512	FALSE	Gonna live stream backstage at Kanye's concert! Log in	KimKardashian
33	14-Sep	7.76053E+17	/KimKardashian/status/776052590320709633	FALSE	I def will live stream today for the 1 year anniversary of my app!	KimKardashian
34	13-Sep	7.75898E+17	/KimKardashian/status/775898158031306752	FALSE	Have you guys used the new presidential Kimojis? They are free! Just update!pic.twitter.com/CQ39T4IXp4	KimKardashian
35	13-Sep	7.75895E+17	/KimKardashian/status/775895388863758340	FALSE	Happy Birthday to one of the most genuine funniest guys I know! I love you @olivier_rousteingpic.twitter.com/0s2ZVGrbTJ	KimKardashian
36	13-Sep	7.75729E+17	/KimKardashian/status/775728550389350401	FALSE	NEW PRESIDENTIAL KIMOJI ARE HERE! #KIMOJI http://apple.co/28YijmF pic.twitter.com/FEVQFpw7YL	KimKardashian
37	12-Sep	7.75386E+17	/KimKardashian/status/775385578900754432	FALSE	COMING SOON! @wonderlandmagpic.twitter.com/E9sgSb7EZl	KimKardashian
38	12-Sep	7.7538E+17	/KimKardashian/status/775380272397312001	FALSE	Happy National Video Game Day! #KimKardashianHollywoodpic.twitter.com/EVFGBDOcNh	KimKardashian
39	11-Sep	7.75148E+17	/KimKardashian/status/775148249594335232	FALSE	It's a Kimoji! LOLhttps://twitter.com/alliedougherty_/status/775147184186535936 …	KimKardashian
40	11-Sep	7.75143E+17	/KimKardashian/status/775143035936071680	FALSE	a girl!!!!!!!!!! how cute is she going to be!!!!!!!	KimKardashian
41	11-Sep	7.75141E+17	/KimKardashian/status/775141192891785221	FALSE	Congrats @robkardashian & @BLACCHYNA on your baby girl!!!!!! pic.twitter.com/HdTw2zsvFB	KimKardashian
42	11-Sep	7.75139E+17	/KimKardashian/status/775139444202627072	FALSE	I love seeing @robkardashian & @ScottDisick together!	KimKardashian
43	11-Sep	7.75138E+17	/KimKardashian/status/775137745433923584	FALSE	Watching #RobAndChyna !!!! Tune into E! now!	KimKardashian
44	11-Sep	7.7509E+17	/KimKardashian/status/775090008046862336	FALSE	Rob & Chyna are revealing the if its a boy or a girl tonight! What do you guys think they are having???	KimKardashian
45	11-Sep	7.75067E+17	/KimKardashian/status/775066723783438336	FALSE	YEEZY SEASON 4 LOOKBOOKhttps://www.kimkardashianwest.com/style/1372-kim-kardashian-yeezy-season-4-lookbook/ …	KimKardashian
46	11-Sep	7.75061E+17	/KimKardashian/status/775061373067882496	FALSE	I'm so excited to watch Rob & Chyna tonight!!! I'm gonna live tweet!!!! Watch with me!	KimKardashian
47	11-Sep	7.74944E+17	/KimKardashian/status/774943559883616256	FALSE	"@emseffect And maybe spend less time hating others and loving yourself. Life is good. Be happy & blessed, in all sincerity."	KimKardashian
48	11-Sep	7.74943E+17	/KimKardashian/status/774942814023118848	FALSE	Bc she has a passion 4 fashion &we've given her the tools 2 explore that? Spending time w dad @work isn't bad eitherhttps://twitter.com/emseffect/status/774926666229481474 …	KimKardashian
49	11-Sep	7.7494E+17	/KimKardashian/status/774940025263910912	FALSE	Life is so precious & I pray for everyone who was affected by this awful tragedy. #NeverForget911pic.twitter.com/7n8KKhWeKc	KimKardashian
50	10-Sep	7.74746E+17	/KimKardashian/status/774745716422041601	FALSE	We make all of her clothes so she picks the fabrics at fabric stores! https://twitter.com/misspopc/status/774744488816156672 …	KimKardashian
51	10-Sep	7.74727E+17	/KimKardashian/status/774726705122508800	FALSE	Love this look! Clear thigh high boots  YEEZY SEASON 4pic.twitter.com/U0HJKqDslK	KimKardashian
52	7-Sep	7.7365E+17	/KimKardashian/status/773649542759780352	FALSE	Yeezy Season 4pic.twitter.com/J01kpk7bzZ	KimKardashian
53	7-Sep	7.73577E+17	/KimKardashian/status/773577030222901248	FALSE	Silver Surferpic.twitter.com/kNCNLAgFW4	KimKardashian
54	7-Sep	7.73537E+17	/KimKardashian/status/773537060988870656	FALSE	MY FAVE ALL-YEEZY OUTFITShttps://www.kimkardashianwest.com/style/1339-kim-kardashian-yeezy-outfits/ …	KimKardashian
55	6-Sep	7.73269E+17	/KimKardashian/status/773269359066316801	FALSE	Me & my mini me! #vetements #yeezyseason4clearmulespic.twitter.com/GY4QvP4lwB	KimKardashian
56	5-Sep	7.72924E+17	/KimKardashian/status/772924277427408897	FALSE	So ready for Saint Pablo tonight at MSGpic.twitter.com/MR2HqIcTKn	KimKardashian
57	5-Sep	7.72807E+17	/KimKardashian/status/772807409886695425	FALSE	Wired  Mert & Marcuspic.twitter.com/BtHJDJ6N2S	KimKardashian
58	5-Sep	7.72764E+17	/KimKardashian/status/772763788714053632	FALSE	Love finding pics like this in my phone! Shout out to Steph for taking it pic.twitter.com/HCFjVIH12H	KimKardashian
59	3-Sep	7.72282E+17	/KimKardashian/status/772281957438918656	FALSE	I so want to post my Beauty Bloggers show presentation for you guys! I'm so extra hype about this! Gonna ask Lifetime if I can.	KimKardashian
60	3-Sep	7.72267E+17	/KimKardashian/status/772267105634881536	FALSE	My sweet baby girl pic.twitter.com/TSweNvAJfi	KimKardashian
61	3-Sep	7.72154E+17	/KimKardashian/status/772153915760664577	FALSE	Diet peach Snapple is my everything! Go figure I would love the peach  https://twitter.com/chrissyteigen/status/772153374506483713 …	KimKardashian
62	1-Sep	7.71499E+17	/KimKardashian/status/771499101439614982	FALSE	I  my familypic.twitter.com/Cu2SOWRdvM	KimKardashian
63	31-Aug	7.71075E+17	/KimKardashian/status/771074818363883521	FALSE	Kourtney looks amazing!! @cosmopolitan @kourtneykardashpic.twitter.com/U7MTd4m04s	KimKardashian
64	30-Aug	7.7083E+17	/KimKardashian/status/770829815029043200	FALSE	She designed her own dress today in her dad's office & is picking out fabrics tomorrow! She loves fashion!!!https://twitter.com/fashionista_com/status/770739141600505856 …	KimKardashian
65	30-Aug	7.70638E+17	/KimKardashian/status/770637961092296705	FALSE	YOU REALLY SHOULD… STEAL NORTH’S STYLEhttps://www.kimkardashianwest.com/style/1264-kim-kardashian-style-inspiration-north-west/ …	KimKardashian
66	29-Aug	7.70423E+17	/KimKardashian/status/770422690909982720	FALSE	Date nightpic.twitter.com/Kw6fofa5bX	KimKardashian
67	29-Aug	7.70421E+17	/KimKardashian/status/770420676402548737	FALSE	So happy I got to introduce my friend @britneyspears last night! I'm obsessed with #Glory. Go get the album! Let's #MakeBritneyNumberOne	KimKardashian
68	29-Aug	7.70402E+17	/KimKardashian/status/770401939867795461	FALSE	Wet beachy glam last night #vmaspic.twitter.com/AkiEcmukez	KimKardashian
69	29-Aug	7.70393E+17	/KimKardashian/status/770392903793381376	FALSE	Vintage Galliano & Kanye West x Jacob the Jeweler's new collection for the VMA'spic.twitter.com/oW9Hv5dWYK	KimKardashian
70	29-Aug	7.70383E+17	/KimKardashian/status/770383171984711680	FALSE	Let's just go to the gym together! LOL I love you!!!! #YourMyMotivation -#BodyGoalshttps://twitter.com/teyanataylor/status/770288621454815232 …	KimKardashian
71	29-Aug	7.70293E+17	/KimKardashian/status/770292710112649216	FALSE	I'm so happy we met!!! Can't wait to see you soon!https://twitter.com/simone_biles/status/770118544294043649 …	KimKardashian
72	29-Aug	7.70283E+17	/KimKardashian/status/770283461513019392	FALSE	You guys!!! @TEYANATAYLOR has the best body ever!!! Like no joke and just had a baby!!!! 	KimKardashian
73	29-Aug	7.70282E+17	/KimKardashian/status/770282372768100352	FALSE	Ok just woke up & watched the Fade video again for my Monday morning gym motivation. Thank you @TEYANATAYLOR 	KimKardashian
74	29-Aug	7.70276E+17	/KimKardashian/status/770275591992008704	FALSE	MUSIC MONDAY: MY FAVE KANYE SONGShttps://www.kimkardashianwest.com/obsessed/1308-kim-kardashian-favorite-kanye-songs/ …	KimKardashian
75	28-Aug	7.69934E+17	/KimKardashian/status/769934430236450816	FALSE	What color hair should I do for the #VMAs ????	KimKardashian
76	28-Aug	7.69934E+17	/KimKardashian/status/769934004095180800	FALSE	"OK I will take a poll, what should I wear tonight?"	KimKardashian
77	28-Aug	7.69933E+17	/KimKardashian/status/769932956513239041	FALSE	"I am obsessed with my husband, but its not him #VMAs"	KimKardashian
78	28-Aug	7.69932E+17	/KimKardashian/status/769931724759457792	FALSE	"And I see you guys guessing on who I am presenting....A little hint, it's someone i am obsessed with!!!! LIKE OBSESSED!!!!! #VMAs"	KimKardashian
79	27-Aug	7.6976E+17	/KimKardashian/status/769760224869752834	FALSE	Famous Exhibit at Blum & Poe Art Gallerypic.twitter.com/o1ZuqSCrOj	KimKardashian
80	27-Aug	7.69654E+17	/KimKardashian/status/769653561592512513	FALSE	I think Uber reached out to Kendall and fixed the issue!https://twitter.com/wannabelikekim/status/769653376393043968 …	KimKardashian
81	27-Aug	7.69602E+17	/KimKardashian/status/769601878367858688	FALSE	"6 DAYS, 6 WAYS: OUR YEEZY BOOST 350 SNEAKERShttps://www.kimkardashianwest.com/style/1311-kim-kardashian-sisters-yeezy-boosts/ …"	KimKardashian
82	27-Aug	7.69411E+17	/KimKardashian/status/769411462049648640	FALSE	"Ugh I have to drive @KendallJenner around tonight bc she's banned from Uber! Why @Uber?!?! She's a ""model"" passenger!!!!!"	KimKardashian
83	26-Aug	7.69363E+17	/KimKardashian/status/769362796010049536	FALSE	Heading to a secret art gallery location to view Kanye's Famous Exhibition!!!!	KimKardashian
84	25-Aug	7.68974E+17	/KimKardashian/status/768973790420144129	FALSE	I'm watching these beauty blogger audition tapes for my new show!!!! So many amazing people to choose from. This is going to be so much fun!	KimKardashian
85	24-Aug	7.68496E+17	/KimKardashian/status/768495573330718720	FALSE	Lost files from Mexicopic.twitter.com/qW3lHr1sRt	KimKardashian
86	24-Aug	7.68464E+17	/KimKardashian/status/768464166818643969	FALSE	BTS AT KANYE’S ‘FAMOUS’ VIDEO SCREENINGhttps://www.kimkardashianwest.com/behind-the-scenes/1298-kim-kardashian-kanye-famous-video-bts-photos/ …	KimKardashian
87	23-Aug	7.68106E+17	/KimKardashian/status/768106439923544064	FALSE	Sign up now!! http://TheMasterClass.com pic.twitter.com/QUHdMbM0HD	KimKardashian
88	23-Aug	7.6806E+17	/KimKardashian/status/768059981971136513	FALSE	I'm up so early. Do I workout or try to go back to sleep?	KimKardashian
89	23-Aug	7.6806E+17	/KimKardashian/status/768059780699070464	FALSE	http://TheMasterClass.com  for tickets Oct 14! Our 1st sponsor is KYLIE COSMETICS! So everyone will get a free lip kit!pic.twitter.com/jOkb3I4YuV	KimKardashian
90	22-Aug	7.67934E+17	/KimKardashian/status/767934396854775809	FALSE	GLOWpic.twitter.com/oUmpK24YbU	KimKardashian
91	22-Aug	7.67807E+17	/KimKardashian/status/767807490796904448	FALSE	Excited to be partnering with @sugarbearhair to share their amazing hair vitamins with you! So delish!  #adpic.twitter.com/6ALBSzpZub	KimKardashian
92	22-Aug	7.67784E+17	/KimKardashian/status/767784312024342529	FALSE	Selfish in Mexicopic.twitter.com/a6HlmTd6yI	KimKardashian
93	22-Aug	7.67757E+17	/KimKardashian/status/767756872375869441	FALSE	Werk @KendallJenner !!!!! #VogueJapanpic.twitter.com/ThEBjva1zr	KimKardashian
94	22-Aug	7.67739E+17	/KimKardashian/status/767738978569256960	FALSE	"5 DAYS, 5 WAYS: MY YEEZY BOOTShttps://www.kimkardashianwest.com/style/1281-kim-kardashian-yeezy-boots/ …"	KimKardashian
95	22-Aug	7.67593E+17	/KimKardashian/status/767592699075571712	FALSE	"Not much time left to get he Kimoji bike shorts, body suits and sweat shirts!!!!"	KimKardashian
96	21-Aug	7.67539E+17	/KimKardashian/status/767538543828664320	FALSE	Only a few hours left for new #KIMOJIMERCH!!! http://store.kimkardashianwest.com pic.twitter.com/mXzW7z3kPH	KimKardashian
97	21-Aug	7.67526E+17	/KimKardashian/status/767526164818595840	FALSE	#KUWTK starts now!!!!	KimKardashian
98	21-Aug	7.67454E+17	/KimKardashian/status/767453945727950848	FALSE	"Last day to get the Kimoji Merch!!!! Bike shorts, bodysuits & sweatshirts! http://KimKardashianWest.com pic.twitter.com/ikUqhg44s8"	KimKardashian
99	21-Aug	7.67377E+17	/KimKardashian/status/767376975484846081	FALSE	HOW TO WEAR OLYMPIC GOLD METALShttps://www.kimkardashianwest.com/beauty/1276-kim-kardashian-olympic-gold/ …	KimKardashian
100	21-Aug	7.67366E+17	/KimKardashian/status/767365891742773248	FALSE	Beach selfies of course! pic.twitter.com/MqneRUVK7t	KimKardashian
101	20-Aug	7.67188E+17	/KimKardashian/status/767188078653956096	FALSE	Nothing better than @realjoefrancis's house in Punta Mita! Thank you for the best memories! #CasaAramarapic.twitter.com/9Uki3Vemy4	KimKardashian
102	20-Aug	7.67011E+17	/KimKardashian/status/767010808979070977	FALSE	In honor of @styledbyhrush birthday a month ago LOL she taught me how 2 twerk on this trip so I posting it for her pic.twitter.com/gSJZl1A2a3	KimKardashian
103	19-Aug	7.66852E+17	/KimKardashian/status/766851997324541952	FALSE	Kanye's fave is the wave sweatshirt and hat https://twitter.com/markosto_/status/766851748384366592 …	KimKardashian
104	19-Aug	7.66851E+17	/KimKardashian/status/766850962451410945	FALSE	Goals afhttps://twitter.com/kristimedearis/status/766767168562270209 …	KimKardashian
105	19-Aug	7.66754E+17	/KimKardashian/status/766753867409203201	FALSE	New KIMOJI Merch available for just the weekend! http://KimKardashianWest.com  or my app! http://store.kimkardashianwest.com/ pic.twitter.com/9XryUi2UOd	KimKardashian
106	19-Aug	7.66709E+17	/KimKardashian/status/766708854319034368	FALSE	A couple that trends merch together slays together! LOLpic.twitter.com/FNv7x8LuNp	KimKardashian
107	19-Aug	7.66699E+17	/KimKardashian/status/766699206639661056	FALSE	"NEW #KIMOJIMERCH IS HERE! Shop bodysuits, bike shorts and sweatshirts but ONLY until Sunday night!!! http://store.kimkardashianwest.com "	KimKardashian
108	19-Aug	7.66502E+17	/KimKardashian/status/766501541293412352	FALSE	Best trip ever! Follow me on snappic.twitter.com/mtxT6xtaxf	KimKardashian
109	18-Aug	7.66289E+17	/KimKardashian/status/766289415438266368	FALSE	#TBT: CARNIVALE IN BRAZIL http://bit.ly/2bfz0sQ pic.twitter.com/M3Ym5FGV2B	KimKardashian
110	17-Aug	7.65958E+17	/KimKardashian/status/765957720562294784	FALSE	On set yesterday pic.twitter.com/V9OKTONxY7	KimKardashian
111	17-Aug	7.65927E+17	/KimKardashian/status/765927094794813440	FALSE	#FACTS: THE LATEST CRAZY HEADLINES: FACT OR FICTION? http://bit.ly/2blt6rk pic.twitter.com/Jt6zOIMvF4	KimKardashian
112	16-Aug	7.6573E+17	/KimKardashian/status/765729960992477184	FALSE	Such a long work day today!!! What's everyone up to? I'm so tired	KimKardashian
113	16-Aug	7.65564E+17	/KimKardashian/status/765564119579852800	FALSE	The first Saint Pablo ticket contest is LIVE!!! http://bit.ly/2bu4t9v 	KimKardashian
114	15-Aug	7.6539E+17	/KimKardashian/status/765389620926418944	FALSE	Todaypic.twitter.com/4f8ZcrlzZU	KimKardashian
115	15-Aug	7.65297E+17	/KimKardashian/status/765297339888087042	FALSE	Gonna live steam & tell u all about my shoot	KimKardashian
116	15-Aug	7.65284E+17	/KimKardashian/status/765283907604393984	FALSE	Didn't think it would happen this soon...my baby girl stealing my shoes. At least she has good taste #Balenciaga pic.twitter.com/vHhhw1KtIB	KimKardashian
117	15-Aug	7.65252E+17	/KimKardashian/status/765252309932617728	FALSE	What's everyone up to today?	KimKardashian
118	15-Aug	7.65218E+17	/KimKardashian/status/765217766785814528	FALSE	NORTH’S FAVORITE SNACKShttp://bit.ly/2aJL6Mz 	KimKardashian
119	15-Aug	7.65203E+17	/KimKardashian/status/765202736891715584	FALSE	MY MIDDLE SCHOOL GRADUATION VIDEO http://bit.ly/2b5RuMb pic.twitter.com/RGycW3QIiI	KimKardashian
120	14-Aug	7.65017E+17	/KimKardashian/status/765016714597715968	FALSE	Paxy has been doing audio on KUWTK from the beginning & ok she might be one of my faves lol Congrats on !!!!pic.twitter.com/f14mmv9wts	KimKardashian
121	13-Aug	7.64672E+17	/KimKardashian/status/764671509331779584	FALSE	Congrats to Erin & Stacy!!!pic.twitter.com/TaEYkvLMyV	KimKardashian
122	13-Aug	7.64606E+17	/KimKardashian/status/764606366086418432	FALSE	Omg we have them!!! Was trying to add a pic. They are so cute  https://twitter.com/kutienamekim/status/764605744717008896 …	KimKardashian
123	13-Aug	7.64338E+17	/KimKardashian/status/764338085127557120	FALSE	Here's a pic from my new edition of SELFISH out in October. How sweet is my Saint at 2 months old & my little Northpic.twitter.com/GhLxUH4Dbj	KimKardashian
124	12-Aug	7.64116E+17	/KimKardashian/status/764116394296258561	FALSE	There's still time to vote!! Vote for Kanye to win #VideooftheYear for FAMOUS at the #VMAs http://mtv.com/vma/vote/video …pic.twitter.com/VwcUxEmvrh	KimKardashian
125	12-Aug	7.64115E+17	/KimKardashian/status/764114722534948864	FALSE	I’M GIVING AWAY TICKETS TO THE SAINT PABLO TOUR!!!http://bit.ly/2b2lVmo 	KimKardashian
126	12-Aug	7.63979E+17	/KimKardashian/status/763978880529014788	FALSE	New Selfish alert! 2 more chapters added! Dropping soon!pic.twitter.com/GiAYo6R4ts	KimKardashian
127	11-Aug	7.63813E+17	/KimKardashian/status/763812747968733188	FALSE	LOW-KEY CRUSH: SIMONE BILEShttp://bit.ly/2b4LX73 	KimKardashian
128	11-Aug	7.63732E+17	/KimKardashian/status/763732481795166208	FALSE	Sept Issue of Vogue @kendalljenner True fan girl moment seeing my sis achieve her goals to the highest #GenerationKpic.twitter.com/FQe0HibZGz	KimKardashian
129	10-Aug	7.63489E+17	/KimKardashian/status/763488713661747201	FALSE	WHY KYLIE AND I GET ALONG SO WELLhttp://bit.ly/2aJPBnk 	KimKardashian
130	10-Aug	7.63398E+17	/KimKardashian/status/763398390684250112	FALSE	KIMOJI KYLIE PHONE CASES AVAILABLE ONLY TODAY FOR HER BDAY!!! http://bit.ly/2aLHYB7 	KimKardashian
131	9-Aug	7.63028E+17	/KimKardashian/status/763027811238109184	FALSE	HOW TO CLAP BACK WITH JONATHAN CHEBAN http://bit.ly/2aGEtbd pic.twitter.com/494QuPl8Kq	KimKardashian
132	8-Aug	7.62867E+17	/KimKardashian/status/762867277477797888	FALSE	MET night vibes all on my app! Exclusive pics while getting ready!pic.twitter.com/qabrFR2t2f	KimKardashian
133	8-Aug	7.62695E+17	/KimKardashian/status/762694967705743360	FALSE	So excited to go to Dubai in October for the master class with @MakeupByMario Its both of our birthday month too so we have to celebrate!	KimKardashian
134	8-Aug	7.62695E+17	/KimKardashian/status/762694534207680513	FALSE	 Dubai we're coming pic.twitter.com/MchARWzJBe	KimKardashian
135	7-Aug	7.62499E+17	/KimKardashian/status/762499291818569728	FALSE	North is watching @Simone_Biles in awe! She's rolling around on the bed pretending to copy her lol	KimKardashian
136	7-Aug	7.62499E+17	/KimKardashian/status/762498517550051330	FALSE	Women's gymnastics is amazing! Who's watching the Olympics? I remember going to see this sport at the Atlanta Olympics!	KimKardashian
137	7-Aug	7.62459E+17	/KimKardashian/status/762459027649343488	FALSE	he really is! I'm so luckyhttps://twitter.com/_yuliyaa/status/762456735013441536 …	KimKardashian
138	7-Aug	7.62459E+17	/KimKardashian/status/762458832656150528	FALSE	but then randomly i love a fun night in vegas and if i have a drink i can dance all night & its the best night!	KimKardashian
139	7-Aug	7.62459E+17	/KimKardashian/status/762458716297760770	FALSE	i don't know why I hate to dance so much! its really a mystery! i like shake inside when i have to	KimKardashian
140	7-Aug	7.62458E+17	/KimKardashian/status/762458007078772736	FALSE	this was my fave part!https://twitter.com/TeamKanyeDaily/status/762454015359586305 …	KimKardashian
141	7-Aug	7.62457E+17	/KimKardashian/status/762456904077410306	FALSE	how cute are north and p dancing!?!	KimKardashian
142	7-Aug	7.62455E+17	/KimKardashian/status/762455199818522624	FALSE	i love being surprised & seeing what my other family members are filming when I'm not therehttps://twitter.com/KylizzleKouture/status/762454666638528513 …	KimKardashian
143	7-Aug	7.62454E+17	/KimKardashian/status/762453688749137923	FALSE	Tune into Keeping Up With the Kardashians now!	KimKardashian
144	7-Aug	7.62442E+17	/KimKardashian/status/762442245156974594	FALSE	Good thing she's afraid of spiders just like me! Maybe she sees me jump & scream so it rubbed off on herhttps://twitter.com/ultimatekimk/status/762439406615531520 …	KimKardashian
145	7-Aug	7.62442E+17	/KimKardashian/status/762441946077855745	FALSE	"This pin, not so much! lol #KimojiMerch http://store.kimkardashianwest.com/ pic.twitter.com/5640S7Vpgo"	KimKardashian
146	7-Aug	7.62442E+17	/KimKardashian/status/762441771469017088	FALSE	This KIMOJI pin I will for sure put on North's jean jacket http://store.kimkardashianwest.com/ pic.twitter.com/yZeNC8dfBR	KimKardashian
147	7-Aug	7.62442E+17	/KimKardashian/status/762441559363104768	FALSE	Love this KIMOJI! I use it to call someone a liar! LOL Love all of the KIMOJI pins! http://store.kimkardashianwest.com/ pic.twitter.com/MBPut49m98	KimKardashian
148	7-Aug	7.62439E+17	/KimKardashian/status/762439312449298432	FALSE	I'm not a big drinker but the sangria there was everything!https://twitter.com/MolestMeKardash/status/762415455554371584 …	KimKardashian
149	7-Aug	7.62412E+17	/KimKardashian/status/762411947945930752	FALSE	In honor of our Cuba episode tonight I'm ordering in Cuban food & watching with you guys #KUWTK	KimKardashian
150	6-Aug	7.62018E+17	/KimKardashian/status/762018431201796097	FALSE	between 8-9 million https://twitter.com/KutieNameKim/status/761970303056478208 …	KimKardashian
151	5-Aug	7.61787E+17	/KimKardashian/status/761786591048142848	FALSE	Love these KIMOJI stickers! http://store.kimkardashianwest.com/ pic.twitter.com/8rANxnPM7u	KimKardashian
152	5-Aug	7.61784E+17	/KimKardashian/status/761783997340848130	FALSE	We ship internationally now! #KimojiMerch Go on my app of http://KimKardashianWest.com pic.twitter.com/9Jni2Ahn2t	KimKardashian
153	5-Aug	7.61784E+17	/KimKardashian/status/761783724530774017	FALSE	Savagepic.twitter.com/XXTj6dnww3	KimKardashian
154	5-Aug	7.61784E+17	/KimKardashian/status/761783584931786752	FALSE	Who got KIMOJI merch???pic.twitter.com/a1vOZpKWed	KimKardashian
155	5-Aug	7.6168E+17	/KimKardashian/status/761680021534547968	FALSE	Thank you!https://twitter.com/girlbosswoo/status/761665460072960000 …	KimKardashian
156	5-Aug	7.61679E+17	/KimKardashian/status/761679002406883328	FALSE	Now if you asked me to dance... I would cry and run away!  https://twitter.com/kutienamekim/status/761657765374812162 …	KimKardashian
